app_id,category,reviews,size,installs,price,suitable_for,last_update,latest_ver,popularity
452507,FAMILY,33178,3.1M,"1,000,000+",0,Everyone,"February 2, 2015",1.0.5,Low
127849,FAMILY,43,3.3M,"1,000+",0,Everyone,"March 27, 2018",1.1,High
210362,FAMILY,55,1.5M,"1,000+",0,Everyone,"September 26, 2015",1.0,High
800770,FOOD_AND_DRINK,5093,56M,"500,000+",0,Everyone,"April 10, 2018",1.9.0,High
20208,FAMILY,15,3.9M,100+,$1.99,Everyone,"April 16, 2018",0.0.53,High
417685,FAMILY,41,4.0M,"1,000+",0,Everyone,"December 13, 2017",10.6,High
415708,PRODUCTIVITY,5383985,16M,"100,000,000+",0,Everyone,"August 3, 2018",4.1.8.2.2,High
963433,FAMILY,130,2.2M,"10,000+",0,Everyone,"April 4, 2016",1.0.3,High
373223,PHOTOGRAPHY,1,2.3M,100+,0,Everyone,"January 24, 2017",1.0.5,High
563197,TOOLS,2,19M,10+,0,Everyone,"October 12, 2015",1.2.2,High
350774,TOOLS,6,11M,100+,0,Everyone,"August 8, 2015",0.1.1,High
954535,PERSONALIZATION,8,5.3M,100+,0,Everyone,"June 5, 2015",1.1,Low
444693,MAPS_AND_NAVIGATION,168,53M,"10,000+",0,Everyone,"May 1, 2018",3.19.34,Low
125520,GAME,23,37M,"1,000+",$0.99,Everyone,"December 27, 2017",2.2.1,Low
560467,PRODUCTIVITY,155999,12M,"10,000,000+",0,Everyone,"August 5, 2018",12.8.2,High
376325,PERSONALIZATION,6702776,17M,"100,000,000+",0,Teen,"August 3, 2018",5.41.0,High
80020,MEDICAL,6,17M,"1,000+",0,Everyone,"March 10, 2018",2.0,High
239389,SHOPPING,928,8.6M,"100,000+",0,Everyone,"August 2, 2018",1.7.0,High
216913,SPORTS,4057,26M,"500,000+",0,Everyone,"May 10, 2018",3.2.12,Low
640737,COMICS,33783,6.4M,"1,000,000+",0,Teen,"July 28, 2018",1.3.34,High
417681,GAME,16851,81M,"100,000+",$1.99,Everyone 10+,"August 3, 2018",1.5.0,High
465847,FOOD_AND_DRINK,2707,8.9M,"100,000+",0,Everyone,"May 15, 2018",2.12,High
39424,SPORTS,17,14M,"1,000+",0,Everyone,"December 21, 2017",1.0.0,Low
574557,SHOPPING,6210998,15M,"100,000,000+",0,Everyone,"August 3, 2018",4.20.5,High
63647,GAME,1995,43M,"100,000+",0,Everyone,"June 28, 2016",1.2.2,Low
401448,PERSONALIZATION,237,6.4M,"10,000+",0,Everyone,"July 30, 2018",1.279.13.93,High
740953,MEDICAL,6,13M,"1,000+",0,Everyone,"March 31, 2018",1.3.0,High
833529,TOOLS,147,4.2M,"10,000+",0,Everyone,"January 8, 2015",1.3,High
27271,SHOPPING,1,7.9M,10+,0,Everyone,"July 25, 2018",1.0.1,High
710683,HOUSE_AND_HOME,417907,34M,"10,000,000+",0,Everyone,"August 1, 2018",9.8.1.7425,High
518671,PERSONALIZATION,65,7.6M,"5,000+",0,Everyone,"May 2, 2018",1.0.1,High
584245,SOCIAL,3071,63M,"10,000+",0,Teen,"July 13, 2018",1.8.19106,High
804580,TOOLS,1,4.5M,500+,0,Everyone,"November 29, 2017",1.0.16,High
486069,TOOLS,85387,5.4M,"1,000,000+",0,Everyone,"July 3, 2018",2.1.54,High
855836,GAME,265,1.3M,"1,000+",$3.49,Everyone,"June 18, 2015",4.8.1,High
478937,TOOLS,33509,3.6M,"1,000,000+",0,Everyone,"May 12, 2018",2.2.7,High
885770,DATING,13890,20M,"500,000+",0,Mature 17+,"June 19, 2018",4.9.2,Low
623706,DATING,185,5.0M,"10,000+",0,Mature 17+,"July 16, 2018",8.2,High
139856,EDUCATION,37862,5.4M,"1,000,000+",0,Everyone,"June 7, 2018",1.8.1,High
171938,PHOTOGRAPHY,3032,2.8M,"500,000+",0,Everyone,"December 8, 2017",1.3,Low
965518,TOOLS,1439,15M,"10,000+",0,Everyone,"July 9, 2018",2.10.7,High
620485,FAMILY,5761,21M,"1,000,000+",0,Everyone,"July 4, 2018",1.8.3181,High
42192,GAME,23599,96M,"100,000+",0,Teen,"June 1, 2018",11.0.2,High
115075,NEWS_AND_MAGAZINES,26411,26M,"1,000,000+",0,Everyone,"March 26, 2018",2.3.2,High
916373,PRODUCTIVITY,16,293k,100+,$6.49,Everyone,"May 3, 2014",1.0,Low
504278,FAMILY,1455,8.9M,"500,000+",0,Everyone,"February 1, 2018",2.7,High
505020,VIDEO_PLAYERS,30,15M,"5,000+",0,Everyone,"July 25, 2018",3.1.0.1.4,Low
425998,ART_AND_DESIGN,55,2.7M,"5,000+",0,Everyone,"June 6, 2018",nan,Low
590436,BOOKS_AND_REFERENCE,53,16M,"5,000+",0,Everyone,"September 22, 2015",1.0.2,High
214524,DATING,1,5.5M,500+,0,Mature 17+,"July 19, 2018",1.0,Low
933515,NEWS_AND_MAGAZINES,104,3.0M,"10,000+",0,Everyone,"January 6, 2018",1.3,High
475547,FAMILY,14,11M,"1,000+",0,Everyone,"January 19, 2015",1.2,Low
131403,FINANCE,2,7.2M,"1,000+",0,Everyone,"July 25, 2017",1.0.1,Low
78501,TOOLS,465831,8.9M,"10,000,000+",0,Everyone,"July 23, 2018",1.5.9.9,High
556424,FAMILY,190086,94M,"1,000,000+",$2.99,Everyone,"July 13, 2018",3.16,High
600669,GAME,219821,10M,"1,000,000+",0,Mature 17+,"October 28, 2013",2.0.1,High
341868,PERSONALIZATION,2,3.0M,100+,0,Everyone,"December 21, 2017",1.0,High
375927,BUSINESS,20973,31M,"5,000,000+",0,Everyone,"August 1, 2018",8.2.0.84,Low
680860,PERSONALIZATION,24,3.6M,"1,000+",0,Everyone,"August 3, 2018",2.244,High
877074,BUSINESS,2,3.4M,5+,0,Everyone,"June 3, 2017",1.0.1,High
107151,FAMILY,3323,9.6M,"1,000,000+",0,Everyone,"July 14, 2017",1.0.1,High
938477,FAMILY,29155,83M,"1,000,000+",0,Everyone,"July 26, 2018",1.0.4,High
910646,FAMILY,1218,4.0M,"50,000+",0,Everyone,"May 13, 2017",3.0,High
827827,VIDEO_PLAYERS,58820,37M,"1,000,000+",0,Everyone,"April 26, 2018",3.5.1.8,High
992754,ART_AND_DESIGN,8145,24M,"500,000+",0,Everyone,"August 2, 2018",1.0.9,High
912774,GAME,7,15M,100+,0,Everyone,"September 27, 2017",1.1,High
977788,GAME,807338,93M,"10,000,000+",0,Teen,"July 30, 2018",2.3.5,High
883110,FAMILY,6,2.9M,"1,000+",0,Everyone,"April 25, 2017",1.0.1,Low
295512,TOOLS,13479633,14M,"100,000,000+",0,Everyone,"June 5, 2018",4.8.7.8,High
555711,LIFESTYLE,28588,24M,"1,000,000+",0,Everyone,"March 1, 2018",3.1.8,High
938449,SHOPPING,67071,40M,"1,000,000+",0,Everyone,"August 1, 2018",2.24.0,High
500628,FAMILY,17,32M,"1,000+",0,Everyone,"March 7, 2018",1.1,Low
406220,GAME,79,31M,"1,000+",0,Everyone 10+,"January 17, 2016",1.1.0,High
59467,BOOKS_AND_REFERENCE,7831,15M,"100,000+",0,Teen,"July 4, 2018",1.2.3,High
566693,BUSINESS,6,11M,100+,0,Everyone,"June 7, 2018",1.2.7,High
995622,FAMILY,3,5.5M,500+,0,Everyone,"July 13, 2018",1.3.23.42,High
62080,PRODUCTIVITY,43,48M,"1,000+",0,Everyone,"June 18, 2018",1.2,Low
149442,LIFESTYLE,82145,30M,"50,000,000+",0,Everyone,"July 5, 2018",10.19.0.0,High
667893,TOOLS,29854,5.0M,"1,000,000+",0,Everyone,"July 19, 2017",5.0,Low
787313,FINANCE,853,27M,"10,000+",0,Everyone,"July 12, 2018",4.13.72,High
609849,COMMUNICATION,573,53M,"10,000+",0,Mature 17+,"July 3, 2018",4.2.4,High
771448,TOOLS,1335799,3.8M,"50,000,000+",0,Everyone,"October 27, 2017",2.5.2,High
359984,LIFESTYLE,51357,80M,"5,000,000+",0,Everyone,"July 31, 2018",8.0,High
947985,LIFESTYLE,11,6.2M,"1,000+",0,Everyone,"June 12, 2018",2.4.78,Low
237024,BOOKS_AND_REFERENCE,47303,21M,"1,000,000+",0,Everyone,"June 2, 2018",18.05.31.530,High
473283,GAME,2,7.8M,100+,$1.99,Everyone,"November 13, 2015",1.0,High
224244,FAMILY,97071,87M,"5,000,000+",0,Teen,"April 3, 2018",0.1.219,High
718842,GAME,2917,22M,"100,000+",0,Teen,"October 30, 2017",2.6,High
503571,FAMILY,48754,9.3M,"100,000+",$0.99,Everyone,"October 7, 2014",1.5.2,High
881466,FAMILY,3776,7.7M,"100,000+",0,Everyone,"July 24, 2017",8.07.021,High
318891,LIFESTYLE,234971,81M,"1,000,000+",0,Everyone,"July 25, 2018",2.8.7.78579,High
70386,FAMILY,429,18M,"10,000+",0,Everyone,"July 6, 2018",3.9.1,Low
666764,FAMILY,2751,7.0M,"100,000+",0,Everyone,"June 15, 2018",3.2.8,High
354982,BOOKS_AND_REFERENCE,122,26M,"5,000+",0,Everyone,"April 10, 2016",1.5,High
48825,FAMILY,15924,4.2M,"100,000+",$7.99,Teen,"March 15, 2017",1.2.1,High
24720,HEALTH_AND_FITNESS,117925,7.0M,"10,000,000+",0,Everyone,"July 24, 2018",1.0.26,High
446246,PERSONALIZATION,98,3.4M,"10,000+",0,Everyone,"May 19, 2018",1.1.1,High
248103,SHOPPING,37186,7.9M,"1,000,000+",0,Everyone,"June 30, 2018",3.4.5,High
851977,GAME,152395,14M,"10,000,000+",0,Everyone 10+,"July 22, 2016",1.1.9,High
190226,HEALTH_AND_FITNESS,48226,28M,"1,000,000+",0,Everyone,"March 5, 2018",3.1.9,High
863974,MEDICAL,309,5.9M,"10,000+",0,Everyone,"March 15, 2017",2.21,High
359394,FAMILY,5,15M,50+,0,Everyone,"October 6, 2017",2.3.3,High
427938,FINANCE,191,10M,"10,000+",0,Everyone,"January 25, 2018",4.5.6,Low
770160,HOUSE_AND_HOME,1450,9.7M,"100,000+",0,Everyone,"November 5, 2013",2.4,Low
442119,FAMILY,15,4.1M,"1,000+",0,Teen,"November 10, 2017",7.4,High
394874,FAMILY,1288,26M,"10,000+",0,Everyone,"July 11, 2018",1.0,High
737379,FAMILY,5,8.4M,100+,0,Everyone,"July 3, 2018",2.0,High
427187,FAMILY,30,318k,"5,000+",0,Everyone,"October 1, 2013",1.2,Low
549651,FAMILY,222,15M,"10,000+",0,Everyone,"March 28, 2018",2.8,High
786302,EDUCATION,99020,18M,"1,000,000+",0,Everyone,"August 2, 2018",5.0.4,High
914089,PRODUCTIVITY,7969,20M,"100,000+",0,Everyone,"February 6, 2018",2.7.92,High
811402,TOOLS,2,3.5M,10+,0,Everyone,"July 9, 2018",1.1,High
437874,WEATHER,2000,14M,"100,000+",0,Everyone,"July 31, 2018",4.1.12,Low
106656,GAME,10256,39M,"1,000,000+",0,Everyone,"December 11, 2017",2.1.0,High
674852,FAMILY,89,35M,"10,000+",0,Everyone,"July 23, 2018",1.10.0,Low
383190,COMICS,9952,38M,"500,000+",0,Everyone 10+,"July 31, 2018",4.3.0,High
230027,FAMILY,54,44M,"10,000+",0,Everyone,"June 8, 2018",2.1,High
733627,FINANCE,104,2.3M,"1,000+",0,Everyone,"August 7, 2018",2.1.0,High
581963,FAMILY,4288,10M,"500,000+",0,Everyone,"April 23, 2018",1.2.3.4.5,Low
421378,PHOTOGRAPHY,7,2.2M,100+,0,Everyone,"July 11, 2015",1.2.0,High
30580,COMMUNICATION,560,37M,"10,000+",0,Everyone,"July 25, 2018",1.0.21,Low
938241,PERSONALIZATION,75,2.6M,"10,000+",0,Mature 17+,"May 26, 2016",2.0,High
328417,GAME,254258,23M,"10,000,000+",0,Everyone,"August 1, 2018",2.137.0,High
500434,COMICS,516,12M,"50,000+",0,Everyone,"August 3, 2018",1.0.6,High
322281,LIFESTYLE,8096,16M,"1,000,000+",0,Mature 17+,"August 3, 2018",1.6.4,High
330096,FAMILY,355837,3.7M,"10,000,000+",0,Everyone,"December 7, 2016",14.0,Low
363867,BOOKS_AND_REFERENCE,12322,27M,"500,000+",0,Everyone,"December 17, 2016",3.0,High
115020,ENTERTAINMENT,12216,13M,"1,000,000+",0,Teen,"July 24, 2018",2.9.4,High
440720,GAME,2526,22M,"100,000+",0,Everyone,"February 14, 2018",1.3.0,High
583913,BUSINESS,6,15M,100+,0,Everyone,"July 25, 2018",69.1,High
678188,HEALTH_AND_FITNESS,42,18M,"1,000+",0,Everyone,"June 11, 2018",1.5.12,High
288235,HEALTH_AND_FITNESS,13,3.3M,"1,000+",0,Everyone,"October 13, 2015",1.1.4,Low
8305,LIFESTYLE,518,4.2M,"50,000+",0,Everyone,"March 25, 2017",1.1,High
745459,FAMILY,384602,88M,"10,000,000+",0,Everyone,"July 30, 2018",1.21.1,High
192386,SOCIAL,4435,5.4M,"100,000+",0,Mature 17+,"May 25, 2018",1.0.3386,High
19330,GAME,46801,60M,"1,000,000+",0,Everyone,"August 3, 2018",3.4.6,Low
687401,PERSONALIZATION,86,17M,"10,000+",0,Teen,"October 2, 2016",1.0,High
333928,VIDEO_PLAYERS,714665,50M,"10,000,000+",0,Everyone,"July 24, 2018",4.13.3,High
244190,MAPS_AND_NAVIGATION,8,8.1M,100+,0,Everyone,"August 3, 2018",1.3,High
709425,FAMILY,31,7.3M,500+,0,Everyone,"May 3, 2017",0.1,High
689373,DATING,6,4.9M,100+,0,Mature 17+,"July 24, 2018",1.0,High
627997,PARENTING,69,5.8M,"5,000+",0,Everyone,"July 10, 2018",1.0.6,High
251821,COMICS,57106,27M,"1,000,000+",0,Teen,"July 23, 2018",2.11.3,High
13762,FOOD_AND_DRINK,155944,35M,"5,000,000+",0,Everyone,"August 2, 2018",7.12,High
633528,MEDICAL,12,44M,100+,$6.99,Everyone,"January 22, 2014",1.3,High
889231,LIFESTYLE,86,29M,"10,000+",0,Everyone,"July 17, 2018",3.0.3,Low
198680,FAMILY,762706,28M,"10,000,000+",0,Teen,"March 30, 2018",6.7.5,High
398041,FAMILY,51973,27M,"1,000,000+",0,Everyone,"August 2, 2018",1.2.5,High
50078,SPORTS,78442,25M,"5,000,000+",0,Everyone,"June 22, 2018",5.12.4,Low
97649,COMICS,4205,10M,"100,000+",0,Teen,"July 13, 2018",1.77,Low
946033,TOOLS,159,29k,"1,000+",$1.49,Everyone,"June 23, 2011",1.1,High
669904,GAME,29940,80M,"1,000,000+",0,Everyone,"July 26, 2018",1.1.4,High
481867,LIFESTYLE,18,24M,"1,000+",0,Everyone,"March 28, 2018",4.0.2,High
8646,GAME,6026,39M,"100,000+",0,Teen,"July 7, 2018",1.04,High
164868,BOOKS_AND_REFERENCE,1862,19M,"1,000,000+",0,Everyone,"April 27, 2018",2.2.5,Low
73345,FAMILY,1073,5.9M,"100,000+",0,Everyone,"June 8, 2016",1.0.4,Low
158042,TOOLS,1960,2.7M,"1,000,000+",0,Everyone,"August 4, 2018",2.5,Low
78212,FAMILY,513,34M,"100,000+",0,Everyone,"December 5, 2017",1.0,Low
760233,FINANCE,207,2.9M,"10,000+",0,Everyone,"February 16, 2018",1.0.0.9,Low
616697,FAMILY,3,29M,500+,0,Everyone,"July 4, 2018",5.0.16,High
668912,TRAVEL_AND_LOCAL,9,70M,"1,000+",0,Everyone,"April 6, 2018",1.0.1.8,Low
519019,SPORTS,10,14M,500+,0,Everyone,"March 9, 2018",2.0.833.18,High
973804,MEDICAL,1,2.3M,100+,0,Everyone,"December 14, 2016",1.1.3,Low
363998,GAME,947515,60M,"10,000,000+",0,Teen,"July 25, 2018",5.3.1,High
483207,FOOD_AND_DRINK,35218,34M,"1,000,000+",0,Everyone,"August 2, 2018",7.12,High
883737,SPORTS,92522,56M,"5,000,000+",0,Everyone,"July 26, 2018",4.0.14,High
219045,FINANCE,460,12M,"10,000+",0,Everyone,"June 26, 2018",5.9.1.0,High
848875,FOOD_AND_DRINK,18,3.5M,"5,000+",0,Everyone,"August 15, 2016",1.0,High
321751,FAMILY,1228,29M,"10,000+",0,Everyone,"March 28, 2018",1.7,High
86171,TOOLS,259,203k,"10,000+",0,Everyone,"September 16, 2014",1.1.06,High
590275,FINANCE,8,31M,"1,000+",0,Everyone,"May 2, 2018",18.1.79,High
326680,MEDICAL,572,44M,"50,000+",0,Everyone,"July 13, 2018",4.3.2.315,High
493401,SOCIAL,5,2.6M,"1,000+",0,Teen,"February 15, 2018",1.0.0.4,Low
579174,FAMILY,15,94M,50+,0,Everyone,"July 11, 2018",2.0,High
491806,PHOTOGRAPHY,98716,59M,"5,000,000+",0,Everyone,"August 1, 2018",5.13.1,High
280299,SOCIAL,3,2.4M,50+,0,Teen,"July 11, 2018",2.0,High
677296,FAMILY,9335,12M,"1,000,000+",0,Everyone,"November 26, 2017",1.2,Low
251284,MEDICAL,3,28M,100+,0,Everyone,"April 21, 2017",300000.0.80,High
760569,VIDEO_PLAYERS,1261,2.5M,"10,000+",0,Everyone,"October 30, 2014",1.0,Low
527209,MEDICAL,32,8.5M,"5,000+",0,Everyone,"November 21, 2017",1.5,Low
13256,PRODUCTIVITY,8,22M,100+,0,Everyone,"March 6, 2018",1.5,High
246274,LIFESTYLE,3,1.5M,100+,0,Everyone,"November 15, 2014",1.1,High
230174,PERSONALIZATION,159,257k,"10,000+",0,Everyone,"August 16, 2013",1.0,Low
819749,GAME,264282,48M,"10,000,000+",0,Teen,"July 12, 2018",3.10.43,High
33732,BUSINESS,4159,48M,"500,000+",0,Everyone,"July 20, 2018",6.1.2,High
944906,HEALTH_AND_FITNESS,7976,44M,"500,000+",0,Everyone,"July 9, 2018",7.0,High
382895,TOOLS,14,2.1M,"1,000+",0,Everyone,"March 21, 2015",1.0,High
422687,COMMUNICATION,6,3.5M,100+,$1.49,Everyone,"March 5, 2018",1.0.9,High
313090,GAME,87766,12M,"1,000,000+",$4.99,Everyone,"July 19, 2016",2.5.0.3,High
517007,TRAVEL_AND_LOCAL,9971,22M,"500,000+",0,Teen,"August 6, 2018",1.28.1,High
628447,GAME,1226514,99M,"10,000,000+",0,Teen,"July 20, 2018",4.4.4,High
750219,FAMILY,28,26M,500+,0,Everyone,"January 16, 2018",3.1.6,High
432969,FINANCE,167168,20M,"1,000,000+",0,Everyone,"July 4, 2018",3.115.27,High
193119,LIFESTYLE,1,1.2M,10+,$3.04,Everyone,"May 29, 2016",1.2,High
836477,SPORTS,36255,25M,"1,000,000+",0,Everyone,"August 1, 2018",5.10.5,High
616903,FAMILY,8,2.7M,100+,0,Everyone,"December 3, 2017",1.1,High
845764,FOOD_AND_DRINK,6507,18M,"1,000,000+",0,Everyone,"April 12, 2018",5.7.0,Low
349012,FAMILY,19,5.4M,"5,000+",0,Everyone,"July 3, 2018",1.6.7.1,High
574391,BOOKS_AND_REFERENCE,68,87M,"5,000+",0,Everyone,"May 2, 2018",1.0.0.22,Low
118509,PERSONALIZATION,621,5.4M,"50,000+",0,Everyone,"December 1, 2017",2,High
523898,LIFESTYLE,57,5.8M,"10,000+",0,Everyone,"September 18, 2017",1.1,High
875024,FAMILY,642,26M,"10,000+",$1.99,Everyone 10+,"August 11, 2015",1.0.2,Low
311271,FAMILY,192,66M,"10,000+",0,Everyone,"July 7, 2017",1.1.6,Low
96881,COMICS,15,37M,"1,000+",0,Everyone,"June 26, 2018",2.0,High
570768,GAME,25825,16M,"5,000,000+",0,Everyone,"May 22, 2018",1.3.3,Low
58418,FAMILY,12948,23M,"1,000,000+",0,Everyone,"May 24, 2018",2.0.3165,High
796769,GAME,230710,87M,"10,000,000+",0,Everyone,"August 2, 2018",1.0.47,High
660651,FINANCE,320,23M,"10,000+",0,Everyone,"June 14, 2018",2.13.11,Low
369649,FAMILY,208,13M,"10,000+",0,Everyone,"June 29, 2018",1.2.1,Low
755787,COMMUNICATION,185,3.7M,"5,000+",0,Everyone,"May 18, 2018",8.05.18.14250,High
100474,FAMILY,210,4.0M,"10,000+",0,Everyone,"June 25, 2017",2.0,Low
70498,SOCIAL,5,3.0M,100+,0,Teen,"July 20, 2018",1.0,High
719109,FAMILY,38,53M,"5,000+",0,Everyone,"July 25, 2017",1.48,High
463005,FOOD_AND_DRINK,155,20M,"10,000+",0,Everyone,"April 4, 2018",4.94.19,Low
406922,ART_AND_DESIGN,5035,11M,"100,000+",0,Everyone,"July 19, 2018",2.20,High
887945,FAMILY,38,6.7M,"1,000+",0,Everyone,"June 15, 2018",5.2,High
31109,FAMILY,9,21M,"1,000+",0,Everyone,"July 27, 2018",5.33.3669,Low
561258,PRODUCTIVITY,3930,18M,"1,000,000+",0,Everyone,"March 22, 2018",3.0.0,Low
843095,PERSONALIZATION,730,2.3M,"100,000+",0,Everyone,"November 18, 2013",1.95,Low
64752,GAME,4147718,79M,"100,000,000+",0,Everyone,"November 26, 2015",1.4.0,High
651954,NEWS_AND_MAGAZINES,18,1.8M,100+,0,Everyone,"March 13, 2014",1.0,High
193252,FAMILY,2,2.6M,500+,0,Everyone,"July 22, 2017",1.0,High
168604,HEALTH_AND_FITNESS,1203,6.5M,"500,000+",0,Everyone,"October 16, 2016",1.2,High
769189,NEWS_AND_MAGAZINES,311,14M,"5,000+",0,Everyone 10+,"July 15, 2018",2.9.19,High
576714,SHOPPING,21,2.5M,100+,0,Everyone,"October 31, 2017",1.6,High
47026,SPORTS,152867,17M,"10,000,000+",0,Everyone,"August 3, 2018",3.0.5,High
722228,HEALTH_AND_FITNESS,4642,40M,"100,000+",0,Everyone,"March 11, 2017",1.92,High
734093,FAMILY,6750,43M,"100,000+",0,Everyone,"June 13, 2018",2.0.3,High
584123,BOOKS_AND_REFERENCE,10,3.0M,"5,000+",0,Everyone,"November 10, 2017",1.0,Low
541768,FAMILY,2654,6.7M,"100,000+",0,Everyone,"November 2, 2016",1.10.0,High
817410,BOOKS_AND_REFERENCE,6547,16M,"100,000+",0,Everyone,"December 8, 2017",4.0.3,High
307200,MEDICAL,125,23M,"10,000+",0,Everyone,"June 7, 2018",12,High
624317,SHOPPING,6697,11M,"500,000+",0,Everyone,"February 1, 2018",4.2.1,Low
726571,PARENTING,86,2.8M,"10,000+",0,Everyone,"August 3, 2018",1.7,High
398482,TOOLS,24985,7.8M,"500,000+",0,Everyone,"July 27, 2018",2.2.927,High
61023,FAMILY,1734,5.8M,"500,000+",0,Everyone,"June 8, 2016",1.0.3,Low
890248,PERSONALIZATION,13,500k,100+,$1.49,Everyone,"April 4, 2017",1.2,High
948537,GAME,306764,29M,"10,000,000+",0,Everyone,"August 3, 2018",6.2,High
419986,GAME,125647,33M,"10,000,000+",0,Everyone,"July 23, 2018",60,High
441641,PERSONALIZATION,66453,14M,"5,000,000+",0,Everyone,"April 10, 2018",1.57,High
190661,GAME,963,4.1M,"50,000+",0,Everyone,"April 18, 2017",1.1.1,High
681826,FAMILY,4,19M,"1,000+",0,Everyone,"February 7, 2018",3.0.1,Low
873232,HEALTH_AND_FITNESS,126017,4.3M,"5,000,000+",0,Everyone,"July 5, 2018",4.9.8.1,High
378023,BOOKS_AND_REFERENCE,44,619k,"1,000+",0,Everyone,"March 23, 2014",0.8,High
297912,NEWS_AND_MAGAZINES,322,31M,"10,000+",0,Everyone,"June 26, 2018",4.0.9,High
192813,BUSINESS,7,1.3M,"1,000+",0,Everyone,"July 22, 2016",1.0,Low
388754,HEALTH_AND_FITNESS,4,15M,50+,0,Everyone,"March 23, 2018",7.7.3,High
976940,FAMILY,2,33M,100+,0,Everyone,"December 14, 2017",3.0,Low
450045,PERSONALIZATION,12,4.9M,500+,0,Everyone,"May 30, 2018",2.0,Low
792441,EDUCATION,181893,18M,"10,000,000+",0,Everyone 10+,"July 27, 2018",3.2.5,High
304615,BUSINESS,4458,3.9M,"500,000+",0,Everyone,"July 8, 2018",3.3,High
897123,GAME,559,32M,"100,000+",0,Everyone 10+,"August 3, 2018",1.0.7,High
610086,PERSONALIZATION,838,11M,"50,000+",0,Teen,"March 30, 2018",1.70,High
637948,TOOLS,222,10M,"10,000+",0,Everyone,"July 29, 2016",4.2.0,High
453823,PHOTOGRAPHY,3492,17M,"5,000,000+",0,Everyone,"June 14, 2018",1.5.3.8,Low
312499,SOCIAL,90,30M,"10,000+",0,Mature 17+,"July 9, 2018",1.0,Low
55070,LIFESTYLE,292,20M,"50,000+",0,Everyone,"December 18, 2017",3.1.3,Low
483075,FAMILY,4,8.3M,100+,0,Everyone,"June 27, 2018",3.8.0,High
627992,DATING,149,16M,"10,000+",0,Mature 17+,"July 31, 2018",4.8.5,Low
516100,HEALTH_AND_FITNESS,38487,60M,"1,000,000+",0,Teen,"July 3, 2018",5.1.0,High
823212,FAMILY,16,1.2M,500+,0,Everyone,"March 31, 2016",1.0,Low
256624,HEALTH_AND_FITNESS,2256,1.6M,"500,000+",0,Everyone,"July 31, 2014",1.1.0,Low
373415,BUSINESS,2915,3.3M,"500,000+",0,Everyone,"November 3, 2017",1.0.2,Low
428622,BOOKS_AND_REFERENCE,29,17M,"1,000+",0,Everyone,"July 15, 2016",2.0,Low
997210,PHOTOGRAPHY,37,10M,"1,000+",0,Everyone,"May 22, 2016",2.0,High
419071,SPORTS,195,29M,"5,000+",0,Everyone,"August 1, 2018",2018.8.1,High
419068,FAMILY,41,30M,"5,000+",0,Everyone,"January 13, 2018",1.01,High
848207,LIBRARIES_AND_DEMO,1703,22M,"100,000+",0,Everyone,"March 1, 2018",3.1,High
334525,FAMILY,67410,865k,"1,000,000+",0,Everyone,"November 2, 2017",1.0.9,High
231626,LIFESTYLE,2390,35M,"100,000+",0,Everyone,"July 17, 2018",1.8.4.7,Low
253863,GAME,48,13M,"10,000+",0,Teen,"April 10, 2016",1.0.1,Low
106825,LIFESTYLE,32433,46M,"1,000,000+",0,Everyone,"June 26, 2018",2.9.1,High
455031,FAMILY,24,4.8M,"5,000+",0,Everyone,"July 28, 2018",1.1,Low
945382,TOOLS,1034,196k,"5,000+",$4.99,Everyone,"September 8, 2013",1.1,High
315760,PARENTING,107,98M,"50,000+",0,Teen,"July 9, 2018",1.4.0,High
858341,GAME,1486,14M,"100,000+",0,Everyone,"August 3, 2018",2.4.8,Low
783499,TOOLS,154,6.6M,"10,000+",0,Everyone,"July 26, 2018",1.1,High
374465,PHOTOGRAPHY,181,10M,"10,000+",0,Everyone,"January 13, 2016",1.1.5,Low
129467,PRODUCTIVITY,160,7.6M,"10,000+",0,Everyone,"July 27, 2018",4.5.24,Low
138445,BUSINESS,31,54M,"10,000+",0,Everyone,"April 4, 2018",2.6,Low
962167,GAME,4447388,67M,"100,000,000+",0,Everyone 10+,"July 31, 2018",2.347.225742,High
181157,FAMILY,1304467,68M,"10,000,000+",0,Everyone,"July 27, 2018",2.9,High
919082,SPORTS,25172,30M,"500,000+",0,Everyone,"May 23, 2018",5.5,High
122517,PHOTOGRAPHY,66,8.9M,"10,000+",0,Everyone,"November 16, 2016",1.0.2,Low
346308,TOOLS,395,2.6M,"100,000+",0,Everyone,"August 5, 2018",4.2,Low
866714,DATING,212626,11M,"10,000,000+",0,Mature 17+,"July 31, 2018",4.17.2,High
815079,SPORTS,172373,47M,"10,000,000+",0,Everyone,"July 12, 2018",1.3,Low
266679,VIDEO_PLAYERS,6716,4.7M,"500,000+",0,Mature 17+,"June 25, 2018",3.0.6,Low
479899,TOOLS,24,3.2M,"5,000+",0,Everyone,"June 13, 2018",1.1.3,High
946642,SOCIAL,1259075,62M,"10,000,000+",0,Teen,"July 20, 2018",1.8.19179,High
239503,FAMILY,380,6.7M,"10,000+",0,Everyone,"March 11, 2014",1.0,High
805276,FAMILY,707,15M,"100,000+",0,Everyone,"November 20, 2014",2.1.1,Low
775620,PERSONALIZATION,354,24M,"10,000+",$0.99,Everyone,"June 13, 2018",1.6.1,High
786886,GAME,1115,39M,"100,000+",0,Everyone,"July 7, 2017",1.0,High
